name,sem1,sem2,sem3,sem4,sem5,sem6,sem7,sem8,dist,hour,tuition,hobby,gender,sep_room,competitive,higher_stud,campus,extra,cet_score
Rube Mirfield,7.11,6.14,9.68,8.4,9.5,7.77,6.02,8.17,24,8,No,No,Male,Yes,Yes,No,Yes,No,112
Virgilio Reyna,8.62,8.34,6.75,9.26,8.41,9.35,8.98,6.52,24,1,Yes,Yes,Male,No,No,Yes,Yes,Yes,125
Cedric Syne,8.83,7.18,6.24,7.93,6.61,6.73,6.43,7.7,4,9,Yes,No,Male,Yes,No,No,No,Yes,168
Noak Godfery,9.53,8.72,9.39,6.86,7.02,7.45,9.48,6.86,24,4,Yes,No,Female,Yes,No,Yes,Yes,Yes,136
Sandie Cammoile,7.86,8.32,6.65,7.4,6.45,8.8,9.53,9.9,12,0,No,Yes,Male,Yes,Yes,No,No,No,121
Jacky Kobpa,9.15,9.94,6.12,9.34,7.15,8.26,8.4,6.72,16,8,Yes,No,Female,Yes,No,No,No,No,170
Luci Toyne,6.02,9.34,8.21,7.56,8.26,8.3,7.38,9.19,9,9,No,No,Female,No,No,No,Yes,Yes,147
Fernande Gillease,6.43,6.18,8.78,7.34,8.46,7.02,8.52,9.88,23,5,No,Yes,Female,No,No,No,Yes,Yes,171
Rivkah Blindt,6.08,6.13,9.94,9.87,7.33,7.69,9.99,6.05,13,5,Yes,No,Female,No,Yes,Yes,Yes,No,90
Laurie Chuter,6.46,8.23,8.48,8.0,7.31,9.98,6.19,9.59,3,2,No,Yes,Female,Yes,No,Yes,Yes,No,171
Philippe Sebastian,7.05,9.7,9.59,8.52,9.44,8.89,9.26,7.45,3,8,No,No,Male,Yes,No,Yes,Yes,Yes,152
Christan Willan,6.59,8.17,7.99,8.29,9.39,9.73,7.36,9.21,5,8,No,Yes,Female,Yes,Yes,Yes,Yes,Yes,143
Bertina Sheber,7.18,9.44,8.37,8.93,9.24,9.23,8.96,7.82,12,6,No,No,Male,No,No,No,No,Yes,124
Greg Lampkin,8.21,6.58,8.88,9.77,6.5,9.87,7.89,7.87,20,1,Yes,No,Male,No,Yes,Yes,No,No,110
Alfons Furniss,9.19,7.28,9.52,9.56,8.27,9.23,8.57,6.62,21,3,Yes,No,Male,No,Yes,Yes,Yes,Yes,155
Cristie Dunkirk,6.57,7.49,9.25,9.44,9.58,6.43,7.18,8.05,24,7,Yes,No,Male,No,No,No,Yes,Yes,151
Helyn Ackermann,7.1,8.18,6.79,7.72,6.18,9.13,9.31,9.89,7,6,Yes,No,Female,Yes,No,Yes,Yes,Yes,120
Andres Cicchillo,9.36,7.42,8.15,7.61,7.03,9.06,7.37,9.98,22,6,No,Yes,Female,Yes,Yes,Yes,No,Yes,142
Lillian Pepis,6.92,9.03,9.87,6.94,7.56,6.88,7.49,8.22,6,1,Yes,No,Male,Yes,No,No,No,No,170
Fairfax Zamorano,9.16,9.42,9.31,7.7,7.24,9.27,8.97,6.3,24,6,No,Yes,Male,Yes,No,No,Yes,No,112
Bevan Whorall,9.82,8.59,8.17,7.92,9.47,6.04,7.17,6.19,12,3,No,Yes,Male,No,No,No,No,Yes,113
Sidnee Bullant,6.32,7.9,6.23,6.44,8.08,8.73,8.36,7.4,5,10,Yes,Yes,Male,Yes,No,Yes,Yes,Yes,102
Gladi Hayward,7.37,6.45,9.45,9.97,8.37,6.98,8.84,8.98,14,0,No,No,Female,Yes,Yes,No,No,Yes,131
Jillane Sandhill,7.94,8.03,8.76,6.3,9.22,8.9,9.13,9.42,10,7,No,Yes,Female,No,Yes,Yes,No,No,115
Carly Spanswick,8.21,6.75,7.64,6.41,8.53,9.08,9.1,7.34,8,1,No,No,Female,No,No,No,No,No,165
Joey de Merida,7.05,9.42,8.56,8.91,9.14,7.2,7.14,9.97,15,8,No,Yes,Female,Yes,Yes,No,Yes,No,168
Antonius Gillibrand,7.72,9.93,9.06,6.62,9.04,6.47,9.37,7.82,19,1,No,Yes,Female,No,No,No,No,No,120
Alasteir Wharlton,9.3,9.01,8.96,7.89,6.49,8.81,7.3,7.88,9,5,Yes,No,Male,Yes,No,No,Yes,Yes,164
Darla Runciman,7.98,6.52,8.99,6.25,6.79,9.03,7.22,9.27,8,7,No,Yes,Male,No,No,No,No,No,94
Bridget Kleewein,9.95,9.43,7.38,7.82,6.82,7.05,7.36,9.71,17,7,No,No,Male,Yes,Yes,Yes,No,Yes,146
Rhett Clows,6.85,6.03,8.39,6.79,9.98,7.66,8.14,8.48,23,8,No,No,Female,No,No,No,Yes,Yes,160
Becca Tarquini,9.96,7.7,6.08,8.55,7.88,7.83,6.82,6.0,17,10,Yes,Yes,Male,No,Yes,Yes,Yes,Yes,105
Pammi Bezley,8.75,7.3,8.41,7.63,7.24,9.6,9.22,7.22,9,0,No,No,Female,No,No,No,Yes,No,150
Zackariah Blacklawe,9.01,9.46,6.26,7.01,7.99,9.21,7.7,9.47,15,0,Yes,Yes,Female,Yes,Yes,Yes,Yes,No,158
Maude Raffles,6.69,6.02,8.12,6.17,6.97,9.4,7.96,9.32,4,3,No,Yes,Male,Yes,No,No,No,Yes,146
Luci Devennie,7.38,9.46,9.31,9.17,9.41,6.2,7.11,6.94,5,4,Yes,No,Male,No,No,No,Yes,No,173
Kata Hiner,9.51,8.34,6.1,8.59,7.35,9.47,9.38,6.82,5,8,Yes,No,Male,No,Yes,Yes,No,No,103
Evelina Malter,7.53,8.01,8.3,9.54,6.16,8.67,8.47,7.34,3,0,Yes,Yes,Female,No,Yes,Yes,No,No,144
Orville McDowall,8.51,8.39,9.34,6.43,6.67,8.83,9.17,8.31,23,1,Yes,No,Female,No,Yes,Yes,Yes,No,157
Wandis Senchenko,7.93,7.85,9.91,8.84,9.65,9.46,9.53,7.21,6,5,No,Yes,Male,Yes,Yes,Yes,No,No,164
Boy Camosso,8.71,7.03,8.74,8.83,9.14,6.61,9.98,9.79,11,4,Yes,No,Male,No,Yes,No,No,No,123
Derby Malster,8.7,6.58,9.54,7.23,7.17,9.69,6.38,7.21,15,1,No,No,Female,Yes,Yes,Yes,Yes,Yes,135
Issiah Davidesco,8.4,7.24,8.24,7.21,9.91,7.97,9.83,7.69,13,1,No,No,Female,No,Yes,No,No,Yes,104
Lizzie Dunkerly,7.62,6.31,7.89,8.4,6.25,7.41,8.15,9.69,13,6,No,Yes,Female,Yes,No,No,No,No,158
Didi Lyard,9.65,9.03,7.48,8.29,8.0,9.5,7.67,7.1,3,3,Yes,Yes,Female,No,Yes,Yes,Yes,Yes,157
Philippa Bolden,7.0,7.76,9.28,7.13,8.38,7.75,9.98,6.76,4,0,Yes,Yes,Female,Yes,No,Yes,Yes,No,161
Elane Dellit,8.47,9.27,8.98,6.44,9.0,8.76,7.75,9.34,3,8,No,No,Male,Yes,No,Yes,No,No,81
Urbano Hawford,7.48,8.78,6.33,9.48,6.88,6.66,6.2,6.98,5,8,Yes,Yes,Male,No,No,No,No,No,170
Roland Kelson,6.66,8.16,7.71,7.36,8.66,7.17,7.21,9.73,6,2,Yes,No,Male,Yes,No,No,No,Yes,180
Adolphe Willcocks,6.77,8.69,8.29,8.59,6.32,9.29,6.64,8.31,12,10,No,Yes,Male,No,No,Yes,No,No,122
Merla MacGraith,9.21,7.59,7.88,8.01,9.33,7.77,7.54,6.66,24,2,No,No,Female,Yes,No,Yes,No,Yes,167
Jamison Attwill,6.72,9.9,8.48,9.47,8.36,7.97,7.06,6.88,16,2,No,No,Male,Yes,No,Yes,Yes,Yes,179
Everard Van Bruggen,8.78,6.84,7.92,9.37,9.69,8.21,9.89,7.4,8,0,No,Yes,Male,Yes,No,Yes,Yes,No,91
Kriste Greatbach,7.84,6.68,8.25,7.77,9.71,8.64,8.32,6.54,12,9,Yes,Yes,Male,No,Yes,Yes,No,No,137
Hetty Oulett,6.55,9.21,9.7,8.56,8.5,6.4,6.04,6.25,13,6,No,Yes,Female,Yes,No,No,No,No,155
Mirelle Lates,7.46,6.66,8.17,6.85,8.08,8.0,8.21,6.35,22,1,No,No,Female,Yes,No,Yes,Yes,No,91
Evita Curcher,8.04,9.88,7.96,7.5,6.78,6.15,9.4,9.77,8,7,Yes,No,Male,Yes,No,Yes,Yes,Yes,80
Nadean Oger,7.83,8.57,6.64,8.88,6.22,6.29,8.98,6.17,6,3,No,Yes,Male,Yes,Yes,Yes,No,No,125
Christiana Mabbe,7.22,8.41,7.92,9.51,7.29,8.07,6.52,7.15,9,1,No,Yes,Female,No,Yes,Yes,Yes,Yes,96
Brody Elliot,7.51,7.55,9.16,9.59,9.44,6.13,6.65,6.83,23,6,No,Yes,Male,No,No,Yes,No,No,180
Nevin Grimmolby,9.47,6.04,6.34,6.11,6.24,8.76,8.14,6.17,9,0,Yes,Yes,Female,No,Yes,No,No,Yes,101
Viv Elgey,6.29,6.51,8.13,8.27,8.2,7.54,6.38,9.25,14,7,Yes,Yes,Female,Yes,No,No,Yes,No,97
Britta Howroyd,7.71,7.93,6.59,9.34,8.76,7.35,9.42,9.45,7,1,Yes,No,Male,No,Yes,Yes,Yes,No,114
Matthieu Kettlewell,6.64,7.93,8.86,9.6,8.76,9.03,7.96,8.8,17,8,Yes,Yes,Male,No,Yes,Yes,Yes,No,131
Sheff Twaite,8.11,9.12,7.38,9.35,7.0,7.24,8.94,7.76,2,3,No,Yes,Female,No,No,No,No,Yes,88
Cami Logue,7.23,8.81,8.78,8.13,6.8,9.65,8.63,9.02,5,2,Yes,No,Male,Yes,No,Yes,Yes,Yes,152
Ina Fumagallo,7.3,6.87,8.96,8.74,8.72,8.35,6.29,7.69,8,8,No,Yes,Female,Yes,No,No,Yes,Yes,89
Shae Camier,6.76,7.23,8.56,6.15,9.85,7.89,9.0,7.72,17,7,No,Yes,Female,No,Yes,Yes,Yes,Yes,116
Jessy McFadin,7.74,9.93,8.55,7.64,8.26,9.19,8.0,9.31,3,3,Yes,Yes,Male,No,No,Yes,No,No,134
Wenonah Pimbley,9.14,6.74,6.05,6.99,8.45,9.54,8.47,8.78,16,8,Yes,No,Male,No,Yes,Yes,No,Yes,89
Duncan Greydon,7.49,8.58,8.59,6.55,8.6,7.76,8.76,6.87,17,9,Yes,No,Male,No,No,No,Yes,No,149
Leia Hunn,7.73,6.89,8.32,7.78,6.3,6.55,8.7,9.92,11,9,No,Yes,Male,No,No,Yes,No,No,152
Ody Bass,8.77,9.84,6.73,8.86,9.75,7.05,6.38,6.63,12,8,Yes,Yes,Female,No,Yes,No,No,No,99
Trista Yockley,6.36,9.47,9.24,8.04,6.27,7.94,8.72,9.8,2,10,Yes,No,Male,No,Yes,Yes,Yes,No,125
Joella Bendell,7.24,9.89,9.33,8.67,9.46,7.38,8.7,7.44,23,2,Yes,No,Female,No,Yes,No,No,Yes,106
Lorin Thurston,6.87,7.89,7.11,9.57,6.08,9.46,7.89,7.56,7,8,No,Yes,Male,Yes,Yes,Yes,No,No,175
Tabbitha De la Zenne,7.18,8.82,7.44,6.57,8.66,7.33,7.98,6.99,21,0,No,No,Female,No,No,Yes,No,No,125
Brice Ricoald,6.6,9.17,7.29,6.1,8.69,9.23,8.29,9.11,14,0,No,Yes,Male,Yes,Yes,No,Yes,No,137
Estelle Walworth,6.61,9.45,8.11,6.7,7.35,9.47,7.2,6.82,8,10,Yes,Yes,Male,Yes,Yes,No,Yes,Yes,84
Klemens Pellant,9.49,8.41,9.06,9.64,8.62,7.22,6.38,8.75,6,5,Yes,No,Female,No,No,Yes,No,No,180
Diane Nutten,8.82,6.15,7.84,7.66,6.13,7.39,6.31,8.99,18,3,Yes,Yes,Female,No,No,Yes,No,Yes,170
Chariot Dellenbrok,6.58,7.59,8.1,6.16,6.79,9.63,9.37,6.2,23,0,No,Yes,Female,Yes,No,No,No,Yes,93
Joleen Eastcourt,7.2,9.9,6.61,8.2,6.36,8.14,6.67,7.66,4,0,Yes,Yes,Male,No,No,No,Yes,Yes,106
Melba Stanley,9.86,7.73,7.9,6.15,7.82,6.88,7.9,7.63,5,5,Yes,No,Male,No,Yes,No,No,No,97
Myrilla Macklam,8.93,6.67,7.9,6.82,8.49,8.62,6.65,6.8,2,8,No,Yes,Male,Yes,Yes,Yes,Yes,No,170
Mellisa Cotes,8.43,7.32,8.41,7.89,7.01,8.11,6.21,7.46,25,7,Yes,Yes,Male,Yes,Yes,No,No,No,106
Mei Braikenridge,6.86,6.12,8.3,6.95,8.26,8.42,6.35,9.95,9,2,Yes,No,Female,Yes,Yes,Yes,Yes,No,159
Benedikta Chestney,9.57,9.02,7.08,8.89,8.43,7.79,8.05,6.44,16,7,No,Yes,Male,No,No,No,Yes,Yes,178
Maritsa Huffer,9.63,7.24,7.03,8.45,9.24,8.24,6.56,9.45,20,2,Yes,No,Male,No,No,Yes,Yes,No,130
Tate Purse,9.48,6.53,9.77,10.0,6.82,8.06,9.17,6.43,8,8,Yes,No,Female,No,No,Yes,Yes,No,132
Wolfgang Piel,7.56,8.47,8.53,8.21,9.23,6.92,7.64,6.15,24,10,No,Yes,Female,Yes,No,Yes,No,No,88
Vickie Canter,6.82,7.24,9.58,6.62,8.07,6.19,6.17,8.46,2,4,No,No,Male,No,Yes,No,No,Yes,174
Hugues Bapty,7.09,8.38,7.79,6.27,9.82,9.93,9.63,6.35,17,2,Yes,No,Female,Yes,Yes,Yes,No,Yes,155
Michelina McAless,6.08,8.08,8.59,9.65,6.82,8.85,7.36,6.92,9,0,No,No,Female,Yes,No,Yes,Yes,Yes,94
Madalena Kettridge,6.23,6.6,8.51,7.24,9.9,8.93,8.14,8.5,4,7,No,Yes,Male,No,No,Yes,Yes,Yes,109
Constancy Cheesworth,7.37,7.15,7.92,6.91,7.03,6.69,7.39,8.23,23,10,No,No,Male,Yes,No,No,No,Yes,131
Clarence Radbond,8.14,8.78,7.6,7.6,8.22,9.44,7.22,6.99,25,8,Yes,No,Male,Yes,Yes,Yes,Yes,No,122
Orly Philson,9.39,6.15,9.71,6.14,8.34,7.6,9.78,8.73,5,1,Yes,No,Female,Yes,No,Yes,Yes,Yes,157
Blaire Shelmerdine,6.59,8.61,7.16,6.16,8.01,9.43,6.67,7.31,5,10,No,Yes,Female,Yes,Yes,No,No,No,107
Yule Roiz,9.43,9.53,8.85,7.79,9.25,6.15,9.0,9.69,20,7,No,No,Male,No,Yes,No,Yes,Yes,162
Leanor Oliffe,9.99,7.81,6.75,7.35,9.98,8.72,9.94,8.53,24,9,Yes,Yes,Male,No,No,Yes,No,No,108
Felix Chasmer,6.66,9.3,7.76,6.69,8.67,8.31,8.33,9.73,4,0,Yes,Yes,Female,Yes,No,Yes,Yes,No,152
Britt Redferne,6.74,9.85,7.65,6.89,8.6,9.49,9.43,6.59,25,3,No,Yes,Female,Yes,No,Yes,No,No,120
Illa Hanny,8.97,7.12,6.61,6.21,9.95,9.55,7.58,8.44,7,0,Yes,Yes,Male,Yes,Yes,No,No,No,115
Teodoro Gyurkovics,9.87,8.97,7.11,6.05,8.56,8.7,6.52,6.7,19,8,Yes,No,Female,No,No,No,No,No,105
Delila Tilley,8.8,9.8,7.12,9.46,8.81,8.81,6.08,9.93,12,5,No,Yes,Male,No,Yes,No,No,No,130
Julius Worts,6.82,7.58,6.37,9.32,8.49,6.98,7.66,8.93,5,0,Yes,Yes,Male,Yes,No,Yes,Yes,No,142
Koressa Ewen,6.74,9.48,9.47,6.47,9.16,8.31,9.96,9.15,19,2,Yes,No,Female,Yes,Yes,Yes,No,No,162
Olvan Matteau,7.7,6.57,7.65,8.29,6.94,8.28,6.34,9.28,4,3,No,Yes,Male,No,Yes,Yes,No,Yes,111
Pasquale Perschke,7.16,9.22,9.07,8.17,9.88,9.6,6.49,9.16,9,0,Yes,Yes,Male,No,Yes,Yes,Yes,Yes,129
Felecia Bielfeld,6.99,9.66,8.92,6.92,7.69,8.48,7.13,7.28,16,3,No,No,Male,Yes,No,Yes,No,No,84
Darbee Whitehurst,7.61,9.52,6.69,10.0,6.42,8.44,8.31,9.98,18,3,Yes,No,Male,Yes,Yes,No,Yes,No,157
Manon Sellers,8.5,8.98,9.74,8.8,6.4,8.12,6.08,9.39,18,2,No,Yes,Male,No,Yes,No,No,Yes,150
Trev Sarsons,7.51,9.09,7.72,7.95,8.15,6.41,6.56,8.9,9,1,Yes,No,Male,No,No,Yes,No,Yes,95
Kania Carletto,9.37,7.22,7.79,6.35,7.45,6.84,8.25,6.72,25,4,Yes,No,Female,No,No,Yes,Yes,Yes,139
Ursa Mumberson,7.76,9.54,9.8,6.04,7.4,9.87,8.06,8.87,3,9,No,No,Female,Yes,No,No,No,No,139
Alena Gliddon,6.31,7.94,8.88,6.12,8.37,6.84,8.71,8.13,15,6,No,No,Male,No,No,No,Yes,No,145
Agathe Francais,7.57,6.72,6.54,7.43,6.97,9.34,9.98,9.71,15,6,No,No,Female,No,Yes,No,No,No,98
Marijn Exell,6.31,8.74,9.41,7.47,6.28,7.02,9.81,9.45,16,3,Yes,Yes,Female,No,No,Yes,No,Yes,166
Tami Elliman,7.38,6.89,8.25,8.51,9.71,7.12,9.63,9.7,23,9,No,No,Male,No,No,No,Yes,Yes,113
Oona Toffetto,7.62,7.38,7.3,9.85,8.97,9.46,7.11,7.68,20,1,Yes,No,Female,Yes,No,No,No,Yes,114
Cicily Calderon,7.18,6.69,7.72,7.52,7.36,6.75,7.15,8.23,18,2,Yes,No,Female,Yes,Yes,Yes,No,No,95
Debee Archbold,6.28,9.32,8.04,9.06,9.26,6.64,7.83,9.6,4,5,Yes,Yes,Female,No,No,No,No,No,146
Suzann McClancy,9.4,8.75,8.03,7.64,8.6,8.61,8.64,6.66,15,8,No,Yes,Female,No,Yes,Yes,Yes,Yes,106
Ring Mapples,9.43,8.17,8.59,9.72,7.14,9.59,6.98,9.56,15,0,Yes,Yes,Male,No,No,Yes,Yes,Yes,173
Cchaddie Pitone,9.38,7.67,7.16,9.25,7.48,7.51,9.64,8.9,10,3,Yes,No,Female,Yes,Yes,No,No,Yes,137
Mac Fabri,7.82,7.21,6.66,9.75,7.74,6.66,9.63,9.44,14,7,No,No,Male,No,Yes,Yes,Yes,Yes,131
Luelle Hovert,9.21,9.8,8.91,8.06,7.85,8.75,6.68,7.13,21,7,No,No,Female,No,Yes,No,No,No,105
Ethel Kerfut,6.15,7.5,7.7,9.12,7.86,9.02,9.3,9.6,13,5,No,No,Male,Yes,Yes,No,No,Yes,100
Delly Cato,7.02,7.45,8.81,6.06,9.65,7.42,8.51,8.23,10,0,Yes,No,Male,Yes,Yes,Yes,No,Yes,126
Netta Chilley,6.14,9.29,8.51,7.78,8.27,9.97,8.83,7.11,8,1,Yes,Yes,Female,Yes,Yes,Yes,Yes,No,172
Collette Winyard,8.54,9.71,7.88,8.15,7.36,6.41,9.31,9.64,21,5,No,No,Male,Yes,No,Yes,No,No,128
Frannie Mogg,8.41,6.62,7.0,6.02,8.58,7.34,6.73,7.71,10,2,Yes,Yes,Male,No,No,Yes,No,Yes,141
Brew Hannibal,7.42,8.18,9.22,6.02,7.34,9.0,6.86,9.11,18,8,Yes,No,Male,No,Yes,No,No,No,142
Dulce Robey,7.56,9.02,9.79,8.61,8.35,8.97,9.29,6.46,8,8,No,No,Male,No,Yes,Yes,No,No,121
Lewie Stringman,9.47,6.08,9.37,7.84,9.5,8.53,7.05,6.85,20,7,No,Yes,Female,No,Yes,No,Yes,No,92
Fallon Seven,8.85,7.2,8.09,9.66,9.18,6.69,7.82,8.14,2,1,Yes,No,Male,No,No,No,No,No,145
Imogene Eassom,8.06,7.03,9.16,9.53,8.12,9.27,6.81,8.58,23,10,Yes,Yes,Female,Yes,No,No,No,Yes,158
Min Whittle,6.69,9.55,8.25,7.28,8.15,6.33,6.14,7.98,14,10,No,Yes,Female,No,No,No,No,Yes,166
Mike Batter,6.95,6.22,8.77,9.45,8.39,6.3,8.52,8.11,5,7,Yes,No,Female,No,No,No,No,Yes,180
Loy Rawstron,9.27,6.76,8.32,7.15,8.9,8.13,6.85,8.4,22,1,No,No,Male,No,Yes,No,Yes,No,114
Yehudi Lyddyard,6.54,8.14,9.53,7.26,8.58,6.52,9.62,9.56,11,5,No,No,Female,No,No,No,No,Yes,130
Haley Dun,8.84,7.05,7.03,7.31,6.61,6.47,9.05,6.61,19,0,No,No,Female,Yes,No,No,Yes,No,137
Huntington Franzetti,8.18,6.49,8.04,9.0,7.25,6.73,6.52,7.66,22,4,No,Yes,Male,Yes,Yes,No,Yes,No,175
Chryste Wrightam,6.05,6.76,6.22,7.39,9.67,6.47,6.98,8.1,18,8,No,No,Female,No,Yes,No,No,No,84
Appolonia Gillivrie,7.27,8.74,9.18,9.77,9.93,9.27,8.95,7.42,5,3,Yes,No,Male,Yes,No,No,No,Yes,174
Levi Duetschens,7.85,9.23,7.88,8.72,8.64,9.68,8.89,9.0,21,5,No,Yes,Male,No,Yes,No,No,Yes,155
Irving Lamers,9.18,7.34,8.31,7.99,8.45,9.14,9.2,9.86,23,0,Yes,No,Male,No,No,Yes,Yes,No,126
Sammie Croce,6.05,6.56,9.11,9.2,6.06,9.9,7.58,9.04,21,8,No,Yes,Male,No,No,No,Yes,Yes,160
Hastings Wheaton,8.34,7.0,8.91,8.67,9.9,6.29,7.63,6.08,7,5,Yes,No,Male,Yes,Yes,No,No,No,103
Devy Kaas,6.66,9.57,8.83,7.26,6.28,6.5,7.58,9.5,23,0,Yes,Yes,Female,No,No,No,Yes,Yes,103
Darrell Took,9.6,8.49,7.44,6.88,8.35,9.13,8.01,7.45,18,6,No,No,Male,No,No,No,No,Yes,89
Moises Fouracre,7.03,8.38,9.3,7.99,6.24,8.79,8.62,7.2,25,3,No,No,Male,No,Yes,No,Yes,Yes,110
Tabbie Chiverstone,8.7,8.28,6.04,9.26,9.5,7.21,7.56,6.92,18,7,Yes,Yes,Male,Yes,No,Yes,No,No,117
Othello Corradino,9.6,6.25,8.66,7.05,6.11,9.18,9.88,9.63,11,8,Yes,No,Female,Yes,No,Yes,No,No,101
Peggie Grendon,6.45,9.56,9.31,8.43,6.36,9.3,6.49,8.92,4,0,No,No,Female,No,No,Yes,No,Yes,110
Farica Dunkerly,6.21,9.66,6.49,6.59,7.97,7.56,9.61,7.96,12,7,No,No,Female,Yes,No,No,Yes,Yes,106
Cedric Sheehan,7.64,9.1,8.28,9.47,9.03,8.3,8.99,6.91,15,5,No,Yes,Female,No,No,Yes,No,No,176
Brandie Ketton,8.79,7.3,6.32,8.93,9.77,9.38,8.03,7.01,8,8,No,No,Male,No,Yes,Yes,Yes,Yes,84
Samantha Gundry,9.18,9.93,6.93,7.05,7.13,6.66,7.13,6.13,25,1,No,Yes,Female,Yes,Yes,No,Yes,No,165
Angelica Discombe,8.54,9.54,8.91,7.22,6.36,7.91,6.44,9.42,7,8,No,No,Female,No,No,Yes,Yes,Yes,118
Susannah Yepiskopov,8.79,6.9,6.31,9.74,7.37,6.44,6.59,7.86,23,7,No,Yes,Male,No,No,No,Yes,Yes,126
Felice Vlies,9.82,6.25,9.78,8.02,7.88,7.47,7.95,7.01,9,10,No,Yes,Female,Yes,Yes,Yes,Yes,No,161
Maddy Alben,6.23,9.12,9.64,6.82,7.38,6.52,8.43,7.42,3,1,Yes,Yes,Male,No,Yes,No,No,No,155
Carlina Couve,8.78,8.63,9.83,7.43,9.04,6.52,6.01,6.85,4,2,No,Yes,Female,Yes,No,Yes,No,No,142
Gillian Gauthorpp,8.41,7.95,7.83,7.76,8.67,7.25,6.73,7.92,20,10,No,Yes,Female,Yes,Yes,Yes,No,Yes,180
Valentijn Boldt,8.72,9.91,7.12,9.27,9.36,6.09,9.16,9.22,8,5,No,No,Male,Yes,No,No,Yes,No,80
Christina Aberchirder,8.09,6.9,6.28,6.8,9.51,6.84,6.1,9.6,19,8,No,Yes,Male,No,No,Yes,Yes,No,120
Diana Thick,9.71,6.91,9.08,6.9,8.35,6.89,8.71,9.01,4,1,Yes,Yes,Male,No,Yes,Yes,No,Yes,109
Reiko Herche,7.07,9.38,6.05,8.17,8.96,8.34,8.8,7.12,22,7,No,No,Male,Yes,Yes,No,No,No,153
Abraham Steinhammer,6.79,9.53,6.32,6.5,7.05,7.23,9.09,9.47,5,4,No,Yes,Female,Yes,Yes,No,No,Yes,122
Isaak Groneway,7.43,6.09,9.31,7.79,8.48,8.31,9.05,7.9,18,6,Yes,Yes,Female,Yes,Yes,No,Yes,No,164
Ferdy Tabourin,7.44,7.84,9.65,6.61,8.36,6.79,7.79,7.4,16,5,No,No,Female,Yes,No,No,No,No,180
Shayna Shapera,7.84,6.54,8.15,8.59,6.79,8.68,9.38,6.74,8,8,Yes,Yes,Male,No,No,Yes,Yes,No,164
Whitney Dand,8.11,6.36,7.77,7.19,7.42,9.33,6.34,7.08,15,0,Yes,Yes,Male,Yes,Yes,Yes,No,No,114
Fielding Hinzer,8.29,8.05,7.48,8.53,9.07,9.4,7.92,7.86,20,8,Yes,Yes,Female,No,Yes,No,Yes,No,121
Nadean Davion,7.7,8.42,9.37,7.43,6.72,8.04,6.06,7.47,6,3,Yes,Yes,Female,No,No,No,Yes,Yes,108
Rudolf Rolfini,7.62,6.03,6.4,8.9,8.65,7.58,6.0,9.6,18,1,No,Yes,Male,No,No,Yes,No,No,154
Phyllida Gillivrie,7.43,7.14,6.14,8.53,9.05,9.63,7.84,6.07,6,4,No,No,Male,No,Yes,Yes,No,No,111
Niven Scollan,9.14,7.59,7.97,7.81,7.49,7.08,8.3,7.6,13,1,No,Yes,Female,No,Yes,No,No,No,87
Marjy Kleynermans,9.89,7.82,8.5,7.26,7.09,6.75,9.23,7.03,10,1,No,Yes,Female,Yes,No,Yes,Yes,Yes,171
Sacha Brimble,6.07,7.13,7.73,8.2,7.85,8.39,6.99,7.92,2,4,No,Yes,Male,No,No,Yes,No,No,82
Allina Amyes,7.24,7.16,9.42,7.56,6.76,6.63,9.36,8.01,2,5,No,No,Male,No,No,No,No,No,120
Kevon Mouse,9.59,8.16,9.45,7.51,6.48,8.95,9.61,9.97,7,8,No,Yes,Male,Yes,Yes,No,Yes,No,171
Edi Shireff,9.88,8.91,8.42,9.04,7.64,6.37,9.25,9.04,6,9,No,Yes,Female,No,No,No,No,Yes,85
Reena Goodspeed,7.13,6.94,8.25,9.47,7.49,6.92,8.93,9.12,20,10,Yes,Yes,Female,No,Yes,No,Yes,No,99
Liane Verey,8.87,8.37,6.69,8.26,7.8,9.9,9.37,8.25,18,9,No,No,Male,No,Yes,No,No,Yes,159
Lyndsay Whear,7.89,6.81,8.92,9.41,7.72,8.52,9.09,9.26,11,0,Yes,No,Male,Yes,Yes,No,Yes,Yes,89
Laurence Ramsbottom,9.06,6.1,9.99,7.55,6.28,9.72,7.96,9.19,19,7,No,Yes,Female,Yes,No,No,No,Yes,87
Christina Btham,9.53,8.36,7.32,8.25,6.49,9.92,9.9,9.65,6,1,No,No,Female,Yes,No,No,Yes,Yes,153
Garvin Durrell,8.71,7.1,6.6,8.7,9.84,8.02,9.92,7.39,2,5,No,No,Male,No,No,No,No,Yes,166
Shannen Tabrett,6.35,8.06,7.65,8.66,9.31,9.02,7.53,6.72,6,1,Yes,No,Female,No,No,Yes,No,No,170
Virgil Feria,7.75,8.65,8.51,8.24,7.24,9.2,6.74,8.1,25,5,Yes,No,Female,Yes,No,Yes,No,Yes,165
Adolpho Durno,9.38,9.52,9.73,7.97,8.96,6.74,6.64,8.55,7,8,No,Yes,Female,Yes,No,No,No,No,131
Karlee Bonson,6.19,7.94,6.66,9.65,8.98,9.27,8.97,7.36,10,1,No,No,Male,No,Yes,Yes,No,Yes,138
Dollie Thripp,7.7,9.46,7.95,9.37,9.62,7.78,8.54,7.68,7,1,Yes,No,Male,No,No,Yes,No,No,107
Ben Peasnone,8.76,6.85,9.55,6.84,6.76,9.59,7.73,7.74,9,1,Yes,No,Male,No,Yes,No,No,No,155
